INTERVAL_DATETIME,DUID,Region,Generation Type,MARGINAL_VOLUME,band_num,PRICE
2025-04-01 05:30:00,MBPS2PV1,SA1,Solar,10.0,6,-27.48
2025-04-01 05:30:00,MINTARO,SA1,OCGT,105.0,10,16917.25
2025-04-01 05:30:00,MOLNGSF1,NSW1,Solar,15.0,4,-31.73
2025-04-01 05:30:00,MPP_1,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:30:00,MPP_1,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:30:00,MPP_1,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:30:00,MPP_1,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:30:00,MPP_2,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:30:00,MPP_2,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:30:00,MPP_2,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:30:00,MPP_2,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:30:00,MWPS1PV1,SA1,Solar,4.0,6,-26.84
2025-04-01 05:30:00,MWPS2PV1,SA1,Solar,4.0,6,-26.86
2025-04-01 05:30:00,MWPS4PV1,SA1,Solar,4.0,6,-26.82
2025-04-01 05:30:00,NEVERSF1,NSW1,Solar,3.0,1,-865.37
2025-04-01 05:30:00,NEVERSF1,NSW1,Solar,99.0,2,-21.36
2025-04-01 05:30:00,OAKEY1,QLD1,OCGT,173.0,10,16740.47
2025-04-01 05:30:00,OAKEY1SF,QLD1,Solar,1.0,1,-964.32
2025-04-01 05:30:00,OAKEY1SF,QLD1,Solar,24.0,5,-21.0
2025-04-01 05:30:00,QPS3,SA1,OCGT,29.0,10,17410.75
2025-04-01 05:30:00,ROMA_8,QLD1,OCGT,42.0,10,16089.79
2025-04-01 05:30:00,SMCSF1,QLD1,Solar,121.0,1,-1015.9
2025-04-01 05:30:00,STAN-4,QLD1,Black Coal,185.0,1,-921.8
2025-04-01 05:30:00,STAN-4,QLD1,Black Coal,10.0,7,262.67
2025-04-01 05:30:00,STAN-4,QLD1,Black Coal,70.0,10,16131.5
2025-04-01 05:30:00,STUBSF2,NSW1,Solar,198.0,5,-27.32
2025-04-01 05:30:00,SUNTPSF1,NSW1,Solar,150.0,2,-24.11
2025-04-01 05:30:00,TARONG#3,QLD1,Black Coal,210.0,1,-971.6
2025-04-01 05:30:00,TARONG#3,QLD1,Black Coal,90.0,10,17003.0
2025-04-01 05:30:00,TB2SF1,SA1,Solar,87.0,5,-27.78
2025-04-01 05:30:00,TBSF1,SA1,Solar,95.0,1,-1009.0
2025-04-01 05:30:00,TNPS1,QLD1,Black Coal,300.0,1,-971.8
2025-04-01 05:30:00,TNPS1,QLD1,Black Coal,180.0,10,17006.5
2025-04-01 05:30:00,TVPP104,TAS1,OCGT,58.0,10,17459.75
2025-04-01 05:30:00,URANQ12,NSW1,OCGT,173.0,10,14696.5
2025-04-01 05:30:00,VP5,NSW1,Black Coal,280.0,1,-987.4
2025-04-01 05:30:00,VP5,NSW1,Black Coal,400.0,10,17259.74
2025-04-01 05:30:00,VPGS1,VIC1,OCGT,60.0,10,17165.67
2025-04-01 05:30:00,VPGS3,VIC1,OCGT,60.0,10,17165.73
2025-04-01 05:30:00,VPGS5,VIC1,OCGT,60.0,10,17165.69
2025-04-01 05:30:00,WARWSF2,QLD1,Solar,16.0,4,-33.98
2025-04-01 05:30:00,WDGPH1,QLD1,Solar,400.0,6,-32.11
2025-04-01 05:30:00,WELNSF1,NSW1,Solar,165.0,4,-48.82
2025-04-01 05:30:00,WEMENSF1,VIC1,Solar,88.0,2,-72.72
2025-04-01 05:30:00,WLWLSF1,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:30:00,WLWLSF2,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:35:00,ALDGASF1,QLD1,Solar,387.0,2,-194.22
2025-04-01 05:35:00,AVLSF1,NSW1,Solar,190.0,1,-844.6
2025-04-01 05:35:00,BANN1,VIC1,Solar,88.0,1,-839.34
2025-04-01 05:35:00,BARKIPS1,SA1,OCGT,140.0,7,561.04
2025-04-01 05:35:00,BARKIPS1,SA1,OCGT,70.0,10,17501.75
2025-04-01 05:35:00,BBTHREE3,TAS1,OCGT,49.0,10,17459.75
2025-04-01 05:35:00,BDL02,VIC1,OCGT,48.0,10,17445.98
2025-04-01 05:35:00,BLUEGSF1,QLD1,Solar,148.0,2,-41.26
2025-04-01 05:35:00,BOWWPV1,SA1,Solar,1.0,3,-74.85
2025-04-01 05:35:00,BOWWPV1,SA1,Solar,2.0,6,-27.26
2025-04-01 05:35:00,BW03,NSW1,Black Coal,200.0,1,-966.3
2025-04-01 05:35:00,BW03,NSW1,Black Coal,30.0,3,34.67
2025-04-01 05:35:00,BW03,NSW1,Black Coal,35.0,5,81.99
2025-04-01 05:35:00,BW03,NSW1,Black Coal,75.0,10,16910.25
2025-04-01 05:35:00,CALL_B_1,QLD1,Black Coal,280.0,1,-918.8
2025-04-01 05:35:00,CALL_B_1,QLD1,Black Coal,20.0,4,76.93
2025-04-01 05:35:00,CALL_B_1,QLD1,Black Coal,20.0,10,16079.0
2025-04-01 05:35:00,CG1,NSW1,OCGT,181.0,10,17198.99
2025-04-01 05:35:00,CG3,NSW1,OCGT,181.0,10,17198.96
2025-04-01 05:35:00,CLARESF1,QLD1,Solar,2.0,1,-911.6
2025-04-01 05:35:00,CLARESF1,QLD1,Solar,98.0,6,-20.97
2025-04-01 05:35:00,CRWASF1,NSW1,Solar,30.0,1,-898.8
2025-04-01 05:35:00,CSPVPS1,QLD1,Solar,40.0,1,-934.66
2025-04-01 05:35:00,DAYDSF1,QLD1,Solar,150.0,1,-930.6
2025-04-01 05:35:00,DDSF1,QLD1,Solar,108.0,3,-92.55
2025-04-01 05:35:00,DRYCGT1,SA1,OCGT,57.0,10,17496.5
2025-04-01 05:35:00,ER03,NSW1,Black Coal,422.0,1,-985.5
2025-04-01 05:35:00,ER03,NSW1,Black Coal,58.0,5,56.18
2025-04-01 05:35:00,ER03,NSW1,Black Coal,162.0,6,75.69
2025-04-01 05:35:00,ER03,NSW1,Black Coal,50.0,10,17226.54
2025-04-01 05:35:00,GIRGSF,VIC1,Solar,76.0,8,-23.52
2025-04-01 05:35:00,GLENSF1,VIC1,Solar,51.0,4,-72.2
2025-04-01 05:35:00,GSTONE1,QLD1,Black Coal,170.0,1,-940.3
2025-04-01 05:35:00,GSTONE1,QLD1,Black Coal,110.0,10,16455.25
2025-04-01 05:35:00,GSTONE2,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:35:00,GSTONE2,QLD1,Black Coal,30.0,3,85.41
2025-04-01 05:35:00,GSTONE2,QLD1,Black Coal,20.0,10,16455.25
2025-04-01 05:35:00,GSTONE3,QLD1,Black Coal,175.0,1,-941.0
2025-04-01 05:35:00,GSTONE3,QLD1,Black Coal,30.0,3,85.47
2025-04-01 05:35:00,GSTONE3,QLD1,Black Coal,20.0,10,16467.5
2025-04-01 05:35:00,GSTONE6,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:35:00,GSTONE6,QLD1,Black Coal,5.0,3,85.41
2025-04-01 05:35:00,GSTONE6,QLD1,Black Coal,100.0,10,16455.25
2025-04-01 05:35:00,HAMISF1,QLD1,Solar,56.0,1,-930.5
2025-04-01 05:35:00,HAUGHT11,QLD1,Solar,100.0,1,-933.2
2025-04-01 05:35:00,JEMALNG1,NSW1,Solar,50.0,2,-35.52
2025-04-01 05:35:00,JLA02,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:35:00,JLA03,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:35:00,JUNEESF1,NSW1,Solar,30.0,2,-23.14
2025-04-01 05:35:00,KARSF1,VIC1,Solar,90.0,2,-47.98
2025-04-01 05:35:00,KERNGSP1,VIC1,Solar,30.0,10,15672.89
2025-04-01 05:35:00,KPP_1,QLD1,Black Coal,500.0,1,-969.2
2025-04-01 05:35:00,KPP_1,QLD1,Black Coal,87.0,10,16961.0
2025-04-01 05:35:00,LADBROK2,SA1,OCGT,50.0,10,16996.0
2025-04-01 05:35:00,LILYSF1,QLD1,Solar,2.0,1,-929.5
2025-04-01 05:35:00,LILYSF1,QLD1,Solar,96.0,2,-38.58
2025-04-01 05:35:00,LIMOSF11,NSW1,Solar,220.0,1,-777.4
2025-04-01 05:35:00,LNGS2,VIC1,OCGT,172.0,10,17456.2
2025-04-01 05:35:00,MAPS2PV1,SA1,Solar,1.0,3,-66.01
2025-04-01 05:35:00,MAPS2PV1,SA1,Solar,2.0,5,-37.22
2025-04-01 05:35:00,MAPS2PV1,SA1,Solar,5.0,6,-27.3
2025-04-01 05:35:00,MBPS2PV1,SA1,Solar,10.0,6,-27.48
2025-04-01 05:35:00,MINTARO,SA1,OCGT,105.0,10,16917.25
2025-04-01 05:35:00,MOLNGSF1,NSW1,Solar,15.0,4,-31.73
2025-04-01 05:35:00,MPP_1,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:35:00,MPP_1,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:35:00,MPP_1,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:35:00,MPP_1,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:35:00,MPP_2,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:35:00,MPP_2,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:35:00,MPP_2,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:35:00,MPP_2,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:35:00,MWPS1PV1,SA1,Solar,4.0,6,-26.84
2025-04-01 05:35:00,MWPS2PV1,SA1,Solar,4.0,6,-26.86
2025-04-01 05:35:00,MWPS4PV1,SA1,Solar,4.0,6,-26.82
2025-04-01 05:35:00,NEVERSF1,NSW1,Solar,3.0,1,-865.37
2025-04-01 05:35:00,NEVERSF1,NSW1,Solar,99.0,2,-21.36
2025-04-01 05:35:00,OAKEY1,QLD1,OCGT,173.0,10,16740.47
2025-04-01 05:35:00,OAKEY1SF,QLD1,Solar,1.0,1,-964.32
2025-04-01 05:35:00,OAKEY1SF,QLD1,Solar,24.0,5,-21.0
2025-04-01 05:35:00,QPS3,SA1,OCGT,29.0,10,17410.75
2025-04-01 05:35:00,ROMA_8,QLD1,OCGT,42.0,10,16089.79
2025-04-01 05:35:00,SMCSF1,QLD1,Solar,121.0,1,-1015.9
2025-04-01 05:35:00,STAN-4,QLD1,Black Coal,185.0,1,-921.8
2025-04-01 05:35:00,STAN-4,QLD1,Black Coal,10.0,7,262.67
2025-04-01 05:35:00,STAN-4,QLD1,Black Coal,70.0,10,16131.5
2025-04-01 05:35:00,STUBSF2,NSW1,Solar,198.0,5,-27.32
2025-04-01 05:35:00,SUNTPSF1,NSW1,Solar,150.0,2,-24.11
2025-04-01 05:35:00,TARONG#3,QLD1,Black Coal,210.0,1,-971.6
2025-04-01 05:35:00,TARONG#3,QLD1,Black Coal,90.0,10,17003.0
2025-04-01 05:35:00,TB2SF1,SA1,Solar,87.0,5,-27.78
2025-04-01 05:35:00,TBSF1,SA1,Solar,95.0,1,-1009.0
2025-04-01 05:35:00,TNPS1,QLD1,Black Coal,300.0,1,-971.8
2025-04-01 05:35:00,TNPS1,QLD1,Black Coal,180.0,10,17006.5
2025-04-01 05:35:00,TVPP104,TAS1,OCGT,58.0,10,17459.75
2025-04-01 05:35:00,URANQ12,NSW1,OCGT,173.0,10,14696.5
2025-04-01 05:35:00,VP5,NSW1,Black Coal,280.0,1,-987.4
2025-04-01 05:35:00,VP5,NSW1,Black Coal,400.0,10,17259.74
2025-04-01 05:35:00,VPGS1,VIC1,OCGT,60.0,10,17165.67
2025-04-01 05:35:00,VPGS3,VIC1,OCGT,60.0,10,17165.73
2025-04-01 05:35:00,VPGS5,VIC1,OCGT,60.0,10,17165.69
2025-04-01 05:35:00,WARWSF2,QLD1,Solar,16.0,4,-33.98
2025-04-01 05:35:00,WDGPH1,QLD1,Solar,400.0,6,-32.11
2025-04-01 05:35:00,WELNSF1,NSW1,Solar,165.0,4,-48.82
2025-04-01 05:35:00,WEMENSF1,VIC1,Solar,88.0,2,-72.72
2025-04-01 05:35:00,WLWLSF1,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:35:00,WLWLSF2,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:40:00,ALDGASF1,QLD1,Solar,387.0,2,-194.22
2025-04-01 05:40:00,AVLSF1,NSW1,Solar,190.0,1,-844.6
2025-04-01 05:40:00,BANN1,VIC1,Solar,88.0,1,-839.34
2025-04-01 05:40:00,BARKIPS1,SA1,OCGT,140.0,7,561.04
2025-04-01 05:40:00,BARKIPS1,SA1,OCGT,70.0,10,17501.75
2025-04-01 05:40:00,BBTHREE3,TAS1,OCGT,49.0,10,17459.75
2025-04-01 05:40:00,BDL02,VIC1,OCGT,48.0,10,17445.98
2025-04-01 05:40:00,BLUEGSF1,QLD1,Solar,148.0,2,-41.26
2025-04-01 05:40:00,BOWWPV1,SA1,Solar,1.0,3,-74.85
2025-04-01 05:40:00,BOWWPV1,SA1,Solar,2.0,6,-27.26
2025-04-01 05:40:00,BW03,NSW1,Black Coal,200.0,1,-966.3
2025-04-01 05:40:00,BW03,NSW1,Black Coal,30.0,3,34.67
2025-04-01 05:40:00,BW03,NSW1,Black Coal,35.0,5,81.99
2025-04-01 05:40:00,BW03,NSW1,Black Coal,75.0,10,16910.25
2025-04-01 05:40:00,CALL_B_1,QLD1,Black Coal,280.0,1,-918.8
2025-04-01 05:40:00,CALL_B_1,QLD1,Black Coal,20.0,4,76.93
2025-04-01 05:40:00,CALL_B_1,QLD1,Black Coal,20.0,10,16079.0
2025-04-01 05:40:00,CG1,NSW1,OCGT,181.0,10,17198.99
2025-04-01 05:40:00,CG3,NSW1,OCGT,181.0,10,17198.96
2025-04-01 05:40:00,CLARESF1,QLD1,Solar,2.0,1,-911.6
2025-04-01 05:40:00,CLARESF1,QLD1,Solar,98.0,6,-20.97
2025-04-01 05:40:00,CRWASF1,NSW1,Solar,30.0,1,-898.8
2025-04-01 05:40:00,CSPVPS1,QLD1,Solar,40.0,1,-934.66
2025-04-01 05:40:00,DAYDSF1,QLD1,Solar,150.0,1,-930.6
2025-04-01 05:40:00,DDSF1,QLD1,Solar,108.0,3,-92.55
2025-04-01 05:40:00,DRYCGT1,SA1,OCGT,57.0,10,17496.5
2025-04-01 05:40:00,ER03,NSW1,Black Coal,422.0,1,-985.5
2025-04-01 05:40:00,ER03,NSW1,Black Coal,58.0,5,56.18
2025-04-01 05:40:00,ER03,NSW1,Black Coal,162.0,6,75.69
2025-04-01 05:40:00,ER03,NSW1,Black Coal,50.0,10,17226.54
2025-04-01 05:40:00,GIRGSF,VIC1,Solar,76.0,8,-23.52
2025-04-01 05:40:00,GLENSF1,VIC1,Solar,51.0,4,-72.2
2025-04-01 05:40:00,GSTONE1,QLD1,Black Coal,170.0,1,-940.3
2025-04-01 05:40:00,GSTONE1,QLD1,Black Coal,110.0,10,16455.25
2025-04-01 05:40:00,GSTONE2,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:40:00,GSTONE2,QLD1,Black Coal,30.0,3,85.41
2025-04-01 05:40:00,GSTONE2,QLD1,Black Coal,20.0,10,16455.25
2025-04-01 05:40:00,GSTONE3,QLD1,Black Coal,175.0,1,-941.0
2025-04-01 05:40:00,GSTONE3,QLD1,Black Coal,30.0,3,85.47
2025-04-01 05:40:00,GSTONE3,QLD1,Black Coal,20.0,10,16467.5
2025-04-01 05:40:00,GSTONE6,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:40:00,GSTONE6,QLD1,Black Coal,5.0,3,85.41
2025-04-01 05:40:00,GSTONE6,QLD1,Black Coal,100.0,10,16455.25
2025-04-01 05:40:00,HAMISF1,QLD1,Solar,56.0,1,-930.5
2025-04-01 05:40:00,HAUGHT11,QLD1,Solar,100.0,1,-933.2
2025-04-01 05:40:00,JEMALNG1,NSW1,Solar,50.0,2,-35.52
2025-04-01 05:40:00,JLA02,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:40:00,JLA03,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:40:00,JUNEESF1,NSW1,Solar,30.0,2,-23.14
2025-04-01 05:40:00,KARSF1,VIC1,Solar,90.0,2,-47.98
2025-04-01 05:40:00,KERNGSP1,VIC1,Solar,30.0,10,15672.89
2025-04-01 05:40:00,KPP_1,QLD1,Black Coal,500.0,1,-969.2
2025-04-01 05:40:00,KPP_1,QLD1,Black Coal,87.0,10,16961.0
2025-04-01 05:40:00,LADBROK2,SA1,OCGT,50.0,10,16996.0
2025-04-01 05:40:00,LILYSF1,QLD1,Solar,2.0,1,-929.5
2025-04-01 05:40:00,LILYSF1,QLD1,Solar,96.0,2,-38.58
2025-04-01 05:40:00,LIMOSF11,NSW1,Solar,55.0,1,-777.4
2025-04-01 05:40:00,LIMOSF11,NSW1,Solar,110.0,5,-20.21
2025-04-01 05:40:00,LNGS2,VIC1,OCGT,172.0,10,17456.2
2025-04-01 05:40:00,MAPS2PV1,SA1,Solar,1.0,3,-66.01
2025-04-01 05:40:00,MAPS2PV1,SA1,Solar,2.0,5,-37.22
2025-04-01 05:40:00,MAPS2PV1,SA1,Solar,5.0,6,-27.3
2025-04-01 05:40:00,MBPS2PV1,SA1,Solar,10.0,6,-27.48
2025-04-01 05:40:00,MINTARO,SA1,OCGT,105.0,10,16917.25
2025-04-01 05:40:00,MOLNGSF1,NSW1,Solar,15.0,4,-31.73
2025-04-01 05:40:00,MPP_1,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:40:00,MPP_1,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:40:00,MPP_1,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:40:00,MPP_1,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:40:00,MPP_2,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:40:00,MPP_2,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:40:00,MPP_2,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:40:00,MPP_2,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:40:00,MWPS1PV1,SA1,Solar,4.0,6,-26.84
2025-04-01 05:40:00,MWPS2PV1,SA1,Solar,4.0,6,-26.86
2025-04-01 05:40:00,MWPS4PV1,SA1,Solar,4.0,6,-26.82
2025-04-01 05:40:00,NEVERSF1,NSW1,Solar,3.0,1,-865.37
2025-04-01 05:40:00,NEVERSF1,NSW1,Solar,99.0,2,-21.36
2025-04-01 05:40:00,OAKEY1,QLD1,OCGT,173.0,10,16740.47
2025-04-01 05:40:00,OAKEY1SF,QLD1,Solar,1.0,1,-964.32
2025-04-01 05:40:00,OAKEY1SF,QLD1,Solar,24.0,5,-21.0
2025-04-01 05:40:00,QPS3,SA1,OCGT,29.0,10,17410.75
2025-04-01 05:40:00,ROMA_8,QLD1,OCGT,42.0,10,16089.79
2025-04-01 05:40:00,SMCSF1,QLD1,Solar,121.0,1,-1015.9
2025-04-01 05:40:00,STAN-4,QLD1,Black Coal,185.0,1,-921.8
2025-04-01 05:40:00,STAN-4,QLD1,Black Coal,10.0,7,262.67
2025-04-01 05:40:00,STAN-4,QLD1,Black Coal,70.0,10,16131.5
2025-04-01 05:40:00,STUBSF2,NSW1,Solar,198.0,5,-27.32
2025-04-01 05:40:00,SUNTPSF1,NSW1,Solar,150.0,2,-24.11
2025-04-01 05:40:00,TARONG#3,QLD1,Black Coal,210.0,1,-971.6
2025-04-01 05:40:00,TARONG#3,QLD1,Black Coal,90.0,10,17003.0
2025-04-01 05:40:00,TB2SF1,SA1,Solar,87.0,5,-27.78
2025-04-01 05:40:00,TBSF1,SA1,Solar,95.0,1,-1009.0
2025-04-01 05:40:00,TNPS1,QLD1,Black Coal,300.0,1,-971.8
2025-04-01 05:40:00,TNPS1,QLD1,Black Coal,180.0,10,17006.5
2025-04-01 05:40:00,TVPP104,TAS1,OCGT,58.0,10,17459.75
2025-04-01 05:40:00,URANQ12,NSW1,OCGT,173.0,10,14696.5
2025-04-01 05:40:00,VP5,NSW1,Black Coal,280.0,1,-987.4
2025-04-01 05:40:00,VP5,NSW1,Black Coal,400.0,10,17259.74
2025-04-01 05:40:00,VPGS1,VIC1,OCGT,60.0,10,17165.67
2025-04-01 05:40:00,VPGS3,VIC1,OCGT,60.0,10,17165.73
2025-04-01 05:40:00,VPGS5,VIC1,OCGT,60.0,10,17165.69
2025-04-01 05:40:00,WARWSF2,QLD1,Solar,16.0,4,-33.98
2025-04-01 05:40:00,WDGPH1,QLD1,Solar,400.0,6,-32.11
2025-04-01 05:40:00,WELNSF1,NSW1,Solar,165.0,4,-48.82
2025-04-01 05:40:00,WEMENSF1,VIC1,Solar,88.0,2,-72.72
2025-04-01 05:40:00,WLWLSF1,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:40:00,WLWLSF2,NSW1,Solar,150.0,1,-885.3
2025-04-01 05:45:00,ALDGASF1,QLD1,Solar,387.0,2,-194.22
2025-04-01 05:45:00,AVLSF1,NSW1,Solar,190.0,1,-844.6
2025-04-01 05:45:00,BANN1,VIC1,Solar,88.0,1,-839.34
2025-04-01 05:45:00,BARKIPS1,SA1,OCGT,140.0,7,561.04
2025-04-01 05:45:00,BARKIPS1,SA1,OCGT,70.0,10,17501.75
2025-04-01 05:45:00,BBTHREE3,TAS1,OCGT,49.0,10,17459.75
2025-04-01 05:45:00,BDL02,VIC1,OCGT,48.0,10,17445.98
2025-04-01 05:45:00,BLUEGSF1,QLD1,Solar,148.0,2,-41.26
2025-04-01 05:45:00,BOWWPV1,SA1,Solar,1.0,3,-74.85
2025-04-01 05:45:00,BOWWPV1,SA1,Solar,2.0,6,-27.26
2025-04-01 05:45:00,BW03,NSW1,Black Coal,200.0,1,-966.3
2025-04-01 05:45:00,BW03,NSW1,Black Coal,30.0,3,34.67
2025-04-01 05:45:00,BW03,NSW1,Black Coal,35.0,5,81.99
2025-04-01 05:45:00,BW03,NSW1,Black Coal,75.0,10,16910.25
2025-04-01 05:45:00,CALL_B_1,QLD1,Black Coal,280.0,1,-918.8
2025-04-01 05:45:00,CALL_B_1,QLD1,Black Coal,20.0,4,76.93
2025-04-01 05:45:00,CALL_B_1,QLD1,Black Coal,20.0,10,16079.0
2025-04-01 05:45:00,CG1,NSW1,OCGT,181.0,10,17198.99
2025-04-01 05:45:00,CG3,NSW1,OCGT,181.0,10,17198.96
2025-04-01 05:45:00,CLARESF1,QLD1,Solar,2.0,1,-911.6
2025-04-01 05:45:00,CLARESF1,QLD1,Solar,98.0,6,-20.97
2025-04-01 05:45:00,CRWASF1,NSW1,Solar,30.0,1,-898.8
2025-04-01 05:45:00,CSPVPS1,QLD1,Solar,40.0,1,-934.66
2025-04-01 05:45:00,DAYDSF1,QLD1,Solar,150.0,1,-930.6
2025-04-01 05:45:00,DDSF1,QLD1,Solar,108.0,3,-92.55
2025-04-01 05:45:00,DRYCGT1,SA1,OCGT,57.0,10,17496.5
2025-04-01 05:45:00,ER03,NSW1,Black Coal,422.0,1,-985.5
2025-04-01 05:45:00,ER03,NSW1,Black Coal,58.0,5,56.18
2025-04-01 05:45:00,ER03,NSW1,Black Coal,162.0,6,75.69
2025-04-01 05:45:00,ER03,NSW1,Black Coal,50.0,10,17226.54
2025-04-01 05:45:00,GIRGSF,VIC1,Solar,76.0,8,-23.52
2025-04-01 05:45:00,GLENSF1,VIC1,Solar,51.0,4,-72.2
2025-04-01 05:45:00,GSTONE1,QLD1,Black Coal,170.0,1,-940.3
2025-04-01 05:45:00,GSTONE1,QLD1,Black Coal,110.0,10,16455.25
2025-04-01 05:45:00,GSTONE2,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:45:00,GSTONE2,QLD1,Black Coal,30.0,3,85.41
2025-04-01 05:45:00,GSTONE2,QLD1,Black Coal,20.0,10,16455.25
2025-04-01 05:45:00,GSTONE3,QLD1,Black Coal,175.0,1,-941.0
2025-04-01 05:45:00,GSTONE3,QLD1,Black Coal,30.0,3,85.47
2025-04-01 05:45:00,GSTONE3,QLD1,Black Coal,20.0,10,16467.5
2025-04-01 05:45:00,GSTONE6,QLD1,Black Coal,175.0,1,-940.3
2025-04-01 05:45:00,GSTONE6,QLD1,Black Coal,5.0,3,85.41
2025-04-01 05:45:00,GSTONE6,QLD1,Black Coal,100.0,10,16455.25
2025-04-01 05:45:00,HAMISF1,QLD1,Solar,56.0,1,-930.5
2025-04-01 05:45:00,HAUGHT11,QLD1,Solar,100.0,1,-933.2
2025-04-01 05:45:00,JEMALNG1,NSW1,Solar,50.0,2,-35.52
2025-04-01 05:45:00,JLA02,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:45:00,JLA03,VIC1,OCGT,65.0,10,17130.75
2025-04-01 05:45:00,JUNEESF1,NSW1,Solar,30.0,2,-23.14
2025-04-01 05:45:00,KARSF1,VIC1,Solar,90.0,2,-47.98
2025-04-01 05:45:00,KERNGSP1,VIC1,Solar,30.0,10,15672.89
2025-04-01 05:45:00,KPP_1,QLD1,Black Coal,500.0,1,-969.2
2025-04-01 05:45:00,KPP_1,QLD1,Black Coal,87.0,10,16961.0
2025-04-01 05:45:00,LADBROK2,SA1,OCGT,50.0,10,16996.0
2025-04-01 05:45:00,LILYSF1,QLD1,Solar,2.0,1,-929.5
2025-04-01 05:45:00,LILYSF1,QLD1,Solar,96.0,2,-38.58
2025-04-01 05:45:00,LIMOSF11,NSW1,Solar,55.0,1,-777.4
2025-04-01 05:45:00,LIMOSF11,NSW1,Solar,110.0,5,-20.21
2025-04-01 05:45:00,LNGS2,VIC1,OCGT,172.0,10,17456.2
2025-04-01 05:45:00,MAPS2PV1,SA1,Solar,1.0,3,-66.01
2025-04-01 05:45:00,MAPS2PV1,SA1,Solar,2.0,5,-37.22
2025-04-01 05:45:00,MAPS2PV1,SA1,Solar,5.0,6,-27.3
2025-04-01 05:45:00,MBPS2PV1,SA1,Solar,10.0,6,-27.48
2025-04-01 05:45:00,MINTARO,SA1,OCGT,105.0,10,16917.25
2025-04-01 05:45:00,MOLNGSF1,NSW1,Solar,15.0,4,-31.73
2025-04-01 05:45:00,MPP_1,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:45:00,MPP_1,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:45:00,MPP_1,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:45:00,MPP_1,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:45:00,MPP_2,QLD1,Black Coal,435.0,1,-979.7
2025-04-01 05:45:00,MPP_2,QLD1,Black Coal,435.0,5,76.3
2025-04-01 05:45:00,MPP_2,QLD1,Black Coal,435.0,7,343.76
2025-04-01 05:45:00,MPP_2,QLD1,Black Coal,435.0,10,17144.75
2025-04-01 05:45:00,MWPS1PV1,SA1,Solar,4.0,6,-26.84
2025-04-01 05:45:00,MWPS2PV1,SA1,Solar,4.0,6,-26.86
2025-04-01 05:45:00,MWPS4PV1,SA1,Solar,4.0,6,-26.82
2025-04-01 05:45:00,NEVERSF1,NSW1,Solar,3.0,1,-865.37
2025-04-01 05:45:00,NEVERSF1,NSW1,Solar,99.0,2,-21.36
2025-04-01 05:45:00,OAKEY1,QLD1,OCGT,173.0,10,16740.47
2025-04-01 05:45:00,OAKEY1SF,QLD1,Solar,1.0,1,-964.32
2025-04-01 05:45:00,OAKEY1SF,QLD1,Solar,24.0,5,-21.0
2025-04-01 05:45:00,QPS3,SA1,OCGT,29.0,10,17410.75
2025-04-01 05:45:00,ROMA_8,QLD1,OCGT,42.0,10,16089.79
